2023-03-04 13:20:02,0.3209
2023-03-04 13:21:03,0.3208
2023-03-04 13:22:03,0.3207
2023-03-04 13:23:02,0.3207
2023-03-04 13:24:03,0.3205
2023-03-04 13:25:03,0.3205
2023-03-04 13:26:02,0.3207
2023-03-04 13:27:02,0.3207
2023-03-04 13:28:02,0.3206
2023-03-04 13:29:02,0.3206
2023-03-04 13:30:04,0.3206
2023-03-04 13:31:03,0.3206
2023-03-04 13:32:02,0.3207
2023-03-04 13:33:02,0.3206
2023-03-04 13:34:03,0.3206
2023-03-04 13:35:02,0.3206
2023-03-04 13:36:02,0.3208
2023-03-04 13:37:02,0.3207
2023-03-04 13:38:01,0.3208
2023-03-04 13:39:02,0.3208
2023-03-04 13:40:01,0.3208
2023-03-04 13:41:01,0.3208
2023-03-04 13:42:01,0.3208
2023-03-04 13:43:02,0.3208
2023-03-04 13:44:02,0.3207
2023-03-04 13:45:02,0.3207
2023-03-04 13:46:01,0.3207
2023-03-04 13:47:01,0.3207
2023-03-04 13:48:02,0.3207
2023-03-04 13:49:01,0.3207
2023-03-04 13:50:02,0.3207
2023-03-04 13:51:02,0.3207
2023-03-04 13:52:01,0.3206
2023-03-04 13:53:02,0.3205
2023-03-04 13:54:02,0.3205
2023-03-04 13:55:02,0.3205
2023-03-04 13:56:01,0.3205
2023-03-04 13:57:02,0.3205
2023-03-04 13:58:03,0.3205
2023-03-04 13:59:03,0.3205
2023-03-04 14:00:02,0.3205
2023-03-04 14:01:02,0.3205
2023-03-04 14:02:02,0.3205
2023-03-04 14:03:02,0.3205
2023-03-04 14:04:02,0.3205
2023-03-04 14:05:03,0.3204
2023-03-04 14:06:03,0.3204
2023-03-04 14:07:02,0.3204
2023-03-04 14:08:03,0.3205
2023-03-04 14:09:03,0.3204
2023-03-04 14:10:03,0.3204
2023-03-04 14:11:03,0.3204
2023-03-04 14:12:03,0.3203
2023-03-04 14:13:03,0.3203
2023-03-04 14:14:02,0.3203
2023-03-04 14:15:02,0.3203
2023-03-04 14:16:03,0.3203
2023-03-04 14:17:02,0.3204
2023-03-04 14:18:02,0.3203
2023-03-04 14:19:02,0.3202
2023-03-04 14:20:02,0.3204
2023-03-04 14:21:02,0.3204
2023-03-04 14:22:02,0.3204
2023-03-04 14:23:03,0.3204
2023-03-04 14:24:03,0.3204
2023-03-04 14:25:03,0.3203
2023-03-04 14:26:03,0.3203
2023-03-04 14:27:02,0.3203
2023-03-04 14:28:02,0.3203
2023-03-04 14:29:02,0.3202
2023-03-04 14:30:02,0.3202
2023-03-04 14:31:02,0.3203
2023-03-04 14:32:02,0.3204
2023-03-04 14:33:03,0.3204
2023-03-04 14:34:02,0.3204
2023-03-04 14:35:03,0.3204
2023-03-04 14:36:03,0.3205
2023-03-04 14:37:02,0.3205
2023-03-04 14:38:02,0.3205
